,video_id,comments
52,QkmPh8xMqJA,"['Today is 10 may 2023 😊😊😊', 'Oh noooo, what happened to your right hand sir?', 'Stylox bale chutiya banate hen inko order do kuch to mal our kuch dete hen chor hen sale', 'Plz sir invite dhruv rathe sir 🙏🙏🙏🙏🙏🙏🙏🙏🙏', 'Being partner with stylox and watching this, gaves me thrill..', 'Please sir IPS Dr. Abhishek Pallava ko invite karein', 'Please sir IPS Dr. Abhishek Pallava ko invite karein', 'Please sir IPS Dr. Abhishek Pallava ko invite karein', 'Please sir IPS Dr. Abhishek Pallava ko invite karein', '❤', '“The power to speak fearlessly can come only from the truth.” – Sandeep Maheshwari', '❤❤❤', '🙏🙏🙏', 'Shubhashish pani (power of stocks) onko bulaoge ya apke upper case kar du  😡 he is a legend and my mentor', 'Is channel par sabse kam views wala video h yh🙂', 'Sir vastr app walo ko bulao aap', 'Waiting for Sunil Minglani jii', 'Sir mae sachin', 'sir plz meet founder of sach tak news', 'Mama chamkadad dress is awesome , what a dressing sense.\nTry something new']"
53,A0i6TdJ-tbI,"['Bohut jane khush  nahi hai is company se jitne be drivers hai sab ne ye hi bolo hai ye company khood ka hi dekh lere  ads me Paisa dalre employees ku kuch nahi kare bohut kuch me khood rapido chalata hoon or me be yehi bolta hoon ki company apne employees k liye acha suncho acha kero jab ja k apki company acha se chalegi ads dalne se kuch be nahi hota sir', 'Ek no. Hai Rapido', '❤❤❤', '❤❤', 'Rapido great', 'Koi wating charge nahi milta. Or ye rapido company chor hai. Bolta hai 15% bt gst or commission mila ke 23% ya 24% leta hai', 'https://youtube.com/@FarmanSem', 'Nobody talking about petrol 😂', 'CHOR COMPSNY NO 1', 'Make video on ceo of Ola cab Bhavish Agarwal', 'Bike waali taxi, sbse saxi✌️', 'Then why are u looting Rapido captains?? You charge 40% from your captains 18% as your commission, 18% gst & taxes plus another 5% as TDS deduction. You will not live happily with all these curses. With all those richness, you will not find any happiness. People are sacrificing their lives and you are eating all their money. Disgusting and Shameful.', '❤❤', 'Hi gundu he was busy', 'I Learned about RAPIDO today', 'one of those Telugu IITians who hasnt gone to the US 😄', 'GOA also has it for the last 30 years', 'it is already existing in Kenya and Uganda . Its called boda boda , Busy Boda', 'Rapido is best app', 'Today is 10 may 2023 😊😊😊']"
54,ejXrmLMNXSg,"['Sir ji aap to aap ho😂No1,..that girl share idea ok but,.. if any insident insurance claim problem ho sakta,', 'Today is 10 may 2023 😊😊😊', ""Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", 'It was boring session ever 😊', 'HII  SANDEEP  SIR  PLEASE  INVITE  GYAANWATSAL  SWAAMI FROM BAPS  ONG HE IS SUPERB  IN MOTIVATION  SPEECH  ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️☹️☹️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'Nothing is the prime eg. For this', 'World no.1 motivational speaker\r\nSanDeep maheshwari sir ❤🙏🇮🇳', 'Thumbnail par Kapil Sharma lag ra h', '💗💗💗💗💗💗💗💗💗', 'Please call ms dhoni', 'Sir mae sachin please🙏🙏🙏', 'I think Sandeep sir  mentoring him the futur idea and they shuld do this because  there is no especial features which other coumpanies take over', 'संदीप सर ने शायद nothing का ad देख लिया 😂', 'बिजनेस वाले वीडियो पर गौर करिये सभी पर 24k लाइक ह 😄', 'Excellent discussion, knowledgeable video', 'Inko only Paisa kamana hai...idea mein interested nahi ye log...', 'Meet Dhruv rathee ❤️', 'Vikey patel dancer ko bulao', 'Rafta motors k founders khisya gaye the Sandeep sir se unhone pol Patti khol di hai😂😂😂😂😂', 'Plz call @abhi and Niyu\nRj Raunac']"
55,ju49EpQazLA,"['Very Informative ❤', 'Mai yaha comment mai dekhne aaya tha ki hatho mai chot kaise lagi 😮', 'Today is 10 may 2023 😊😊😊', 'What happened to your hand sir', 'Sandeep sir apke hath me kiya hua h😥😥😥😥', '🎉🎉so amazing', 'Pls sir kuldeep singh singhinia ko vi bolalo na😅', 'Sandeep jabarjasti Gyan chod raha , grow wale ko baat karne deta na bhia', 'aaj he mujhe ₹1528 ka loss lg gaya bro😭', 'Guys this is the biggest scam app .many traders lost money on Friday because of technical issue not showing position in dashboard after placing the order.', 'Just in case you read the comments @sandeep just check', ""He is a fraud Sandeep san just check how much losses people faces due to technical issues of groww today around 100cr money was lost due to groww app and they have no customer services. Don't promote these white collar fraudster"", 'Grow app is the worst app', 'Sir, Hath me kya lag gaya', 'Nana patekar', 'Sandeep Maheshwari is like a lighthouse for the youth.😍', 'The last few words spoken by Sandeep sir were commendable 👌🏻😯', 'I experienced groww is very good thank you bhai for make it.', 'Sirr MS DHONI', 'Pls also  invite. Co founder of groww']"
56,ywzowpv1w7E,"['Does anybody knows this guests company name', 'I am totally agree to each and every words of Sandeep sir❤', ""Don't know why there is some spark in that man ❤I really like him he is such a good teacher Mah Mahadev bless you Pramod sir"", '10:33 ❤ right', 'Nice Shukla ji', 'Today is 10 may 2023 😊😊😊', '🤘', 'Business kar na kon kon chahata hai', 'Kon kon business man hai', ""Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", 'Bring dank rishu', 'Amazing 🔥🔥', 'No ads , no promotion,  no music,  no drama.  Only pure talent and love.  Thank you sandeep sir', 'Please call ms dhoni', 'https://youtube.com/shorts/quyKn3_iIC0?feature=share', 'Swot analysis ui used in project selection 😇\nKal hi exam me likara aya hu😇😅', ""I am waiting for skip ads then i realise it's Sandeep sir show no fuc*ing ads"", '10:00', 'Want to see @snehdesai', 'Sir I neet to job please you help me']"
57,1aS8u6LQfvc,"[""Shradha Ma'am, you completely deserve to get your name under most powerful women. Truly your story is quite motivated for every aspiring Entrepreneurs."", 'Please sir Manish Pandey sir ka interview lijiye', 'Today is 9 may 2023 😊😊😊', 'I am so happy to discover you. Being Bihari, I can easily relate.', 'Best Institute For Digital Marketing In South Delhi\r\n\r\nhttps://dizitaladda.com/\r\n\r\nHIGHLY RECOMMENDED', 'She is so cute 💖', 'Bring dank rishu', 'Mein YourStory ko bahat saalo se follow kr rha tha', 'Sandeep maheshwari ji is not only a  entrepreneur but he is also a True Guide, Real Mentor, a Role Model & youth icon for millions of people ..like sir🔥🙏', 'I always find something inspiring whenever I watch a Sandeep Maheshwari video. ❤', 'Sirrr please MSD ko bulaiye please', 'https://youtube.com/shorts/kPiXQeyhLfY?feature=share', '👌👌👌👌', ""Pure heart ma'am 😍😍😍"", 'She has an amazing personality. So genuine and sweet. And her story is an inspiration.', 'Sachin mae sir  please🙏🙏🙏', 'I m very Proud to be Bihari ❤❤ .All talented people are from Our Bihar ❤❤.Even Indian Companies are because of Bihar ❤❤', 'Kinni soni e yaar, iski phuddi leni aa 🥰', 'Really appreciate efforts put in tough time by mam Shardha Sharma (Yourstory founder).  That was great ki "" more fear of failure, more chances of success.', '😊']"
58,tJX1-YxU6AE,"['❤❤', 'Today is 9 may 2023 😊😊😊', 'https://youtu.be/Pgdw9DItFB8', 'Sir aadi suyash ko invite kar e na sir please sir', 'Which 3rd party are you talking about sir?', ""Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", 'Ashneer', '0% over confidence\r\n0% fake\r\n100% real\r\n100% talented you are the best ❤', 'K I knew Riddhima from Shark Tank ❤️✨', '#Zakir khan ,when will He come', 'She is talented entrepreneur..she knows her qualities best...and on that basis she established her business well...✨👍..', 'Sir mae sachin please🙏🙏🙏', 'Basically Sandeep had all those ideas by which a start up can be build from scratch but after the show shark tank launched than the ideas got converted just into certain buisness words like ROI ,ebitta, gross margin etc which complete changed the market .', 'She was on the shark tank', 'इस ऐप को जरूर डाउनलोड करें', 'Pls Amogh Lila Prabhu', 'Nothing innovative  2 ko 1,1 kr k Sell kro bc. This is business.', 'These type of business  never going to sustain in long term, This is so called Startup kida, & Founder tag..... All the best burn more money. cutiie ♥', 'Make urself acute before u enter the markey', 'Ayurveda courses']"
59,09i0yzALhcc,"['Super duper video sir 😊❤❤❤❤', 'From the last few days I was thinking that the problems which I had were huge and uncontrollable but after seeing this video Anand sir motivated so much that it seems that the problem which I thought was uncontrollable was nothing...Thank you Sandeep sir for inspiring me so much.... Thank you so much....', 'Best motivation .... Video ❤', 'Sir aap interview lene aate ho ya phir khud ki baatein jayda bta dete ho \n\nDurso se jayda question pucho like guest', 'Sir ye video on kyu nai ho raha hai', 'Today is 9 may 2023 😊😊😊', '0:46 😮😮', '8:54 I have literally same doubt. Thanks sandeep sir and anand sir', 'I have a serious question to Anand Arnold sir, despite of having such a big health issue how their family allowed him to take bodybuilding proteins, & other supplements. Bcz there is some side effects of them.', ""Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", '12:15', 'No one can count problem in this episode.😃😃😃', ""Anurag suryawanshi should be next guest in Sandeep Maheshwari sir's show"", 'Sandeep sir arvind academy Wale arvind sir ko bulaiye apne show me', 'Love from punjab sir', '❤', 'FOR SANDEEP SIR : THIS MAN IS LITERALLY BORN TO MAKE HISTORY! ❤', 'Viewer discretion 😢', 'Thanku sandeep Sir', 'Thankyou so much sir ji..🤞🤞🤞🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏..\nGod bless you very very very very much........\n\n😊😊😊😊😊😊😊😊😊']"
60,tPUmjQKp7UY,"['Mere vichar se Motivation bhi ek tarah ka Brain me hone wala chemical reaction hai jo aapke subconscious mind me exist positive energy ko boost karti hai. Agar aap us waqt execute kiye to good otherwise energy waste ho jati hai.', 'Sir bahot achha business idea hai teen lakh rupay lagega lekin paisa nhi hai kya karu Sir help please', 'Today is 9 may 2023 😊😊😊', 'Sahi bath hai sutisfaction bari chees hai😊', 'I think here 12:48, Sandeep Sir is recalling the quote of Elon Musk.... : "" If you need motivation for something, then don\'t do it""....', 'You are a great man sandeep sir ❤', ""Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", ""Sandeep Maheswari is not just a channel,\r\nit's an emotion 💫❤"", 'It is amazing to hear these conversations but Sandeep sir should emphasize on the Yoga Part which he partly talks about.I think Yoga & Meditation has played a huge role in his transformation into the person he is today .\nPeople should understand in order to narrate your own story you should have the mic( mind) in your own hand( body) which is only possible through Yoga, so yeah\nVideos on Hatha Yoga & importance of yoga in our lives, podcasts with Yogis is something we really want.', 'Cetaphil', 'Dharmendra314', 'sid is already in 1.5x speed 😁', '7', 'Kin kin ko dp ne shakal alakh sir jaise lag rahi thi😅😅', 'Nice story 😊😊😊', ""Let's copy it.😄😄"", 'Plz call @abhi and Niyu\nRj Raunac', 'Love kuchh nhi hota \nKutte ko bhi 10 Deen rkho to usase bhi pyar ho jata h wow', 'Sir ajj kll to whatsaap hai\nTo phir sms ki kya zaroorat hai?', 'Ye wahi Siddharth jain hai kya jo foreigner ke channel pe aaye the...']"
61,1V1MUYQGnXE,"['Wish you a very happy new year 🎉😊', ""Hello sirji, this video is a literally treasure but it's too fast with varying different topics. So if it was in bit sequence then it was more easy to grasp."", 'https://youtube.com/shorts/KZmTVPpYBV0?feature=share', 'https://youtube.com/shorts/MdUj9lPMRUA?feature=share', 'https://youtu.be/ksILE1dYaqg', '💙💙', 'Sir 15 बार सेना में ट्राई किया हर बार पेपर निकाला लेकिन हुआ नहीं लेकिन इस बार मैने लाइन चेंज करी है लेकिन इस बार पार कर दुगा', '❤', 'Thanks Sandeep maheshwari sir🎉❤', '❤❤❤❤❤❤❤❤❤❤', 'Aap sab ko motive karthe ho Aap ko kaun motive kartha hai Aap kisko sunthe ho', 'Sahi bat boli app ne', 'G app ne kaha ki jithna bhi Kamalo \nJithna bhi success hoo \nPhir bhi aisa hi raho jaise tum actual mai hai\nLikin mai kaisa janu ki mai Kya huuu \nPlz replay on this iam confused', 'I changed the world for you sir', 'Happy new year 2023___sir 😂😂❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉', '❤', '🎉❤😊', '❤', '👍👍👍', 'Thankyou so much for this video']"
62,QFgYTcZE8X8,"['Share chat agency dod sir', 'Sir bahot achha business idea hai teen lakh rupay lagega lekin paisa nhi hai kya karu Sir help please', 'Moj app suru suru main Music Copyright liya tha kya? Agar liya tha to kayse liya tha ? Kiyun ki Music Copyright lene main bahat paysa lagta hain I know. Kindly reply.', 'Today is 9 may 2023 😊😊😊', 'Plz sir invite dhruv rathe sir🙏🙏🙏', ""Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", ""😢Sir I have a problem with that sound(the sound of silence) when i start listening this sound it frastede me  i become so fear from this sounds 😊😊😊😊😊😊😊😊😊😊😊😊😊😊 isko gayab karna ho to kaise Kare(kuch vi karne me specifically padhne me mera man nahi lagta sir( mai pahile bahut padhta tha aabhi bohat dikat hota hai sir, mai silent li padhta tha vir yyee sounds sunne lage vi mujhe padhai me man hi nahi lagt mujhe ye sounds se problem hone laga fir mai focus hi nahi karpata \nPlz sir help me\n\n  I can't focus on my study \n  Plz help to out from this \n   Otherwise i can't do anything in my life \n  I want to meet you sir personally  plz help me\n  (Rahul kumar) its right ▶️▶️😢😢😢😢😢"", 'No ads,No promotion,No sponcer only pure knowledge. Love you Sandeep sir😍', 'Ghatiya admi.. Gifting ke piche kamayi... Sara content insta aur gogle images che churaya aur sharechat unko verified batch deta hai', 'Zero knowlede about content of sharechat', 'Debate app 😂😂', 'Kaun Kaun shorts video dekh kar aaya hai', 'Kon- kon sir ko apana Teacher manata hai ❣️❣️❣️👍🏻', 'White gamcha boy like Ashutosh Rana', 'Good lectures', 'Great conversation', 'https://youtu.be/LKRBs0QKn5I', ""Sir we want more videos of your series 'HOW TO START A BUSINESS WITH NO MONEY'. \nPurely Sandeep sir's ideas and approach to do business✌️💪"", 'Share chat founder most amezing personality 💜']"
63,SWrswt9dnoo,"['Ashneer grover kab Aa rhe h❤', 'Thugesh is not harm in this video 😂😂😁', 'We want Ashneer for demotivation', 'Ab to shark ban gya', 'Janta ko lutne vale the  Ipo La ke', 'Wow mam inspiring story 🎉', 'Jo chis apka nindo ura de rat ko sone na de o hai passion what a line🙏🙏', 'Sandeep sir and Ishan Sir are  best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Sandeep sir and Ishan Sir are  best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Sandeep sir and Ishan Sir are  best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Sandeep sir and Ishan Sir is the best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Sandeep sir and Ishan Sir is the best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Sandeep sir and Ishan Sir is the best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Sandeep sir and Ishan Sir is the best with Honesty People in the World, so plz Ishan Monitor Channel ko Ishan sir ko layye Apne Episode me Meet k liye plz plz plz.', 'Plz Ishan sir se Meet kijiye', 'Plz Ishan Sir se milye Episode me', 'Plz Ishan Monitor Sir ka Episode layye plz', 'MamaErath MamaBana Rahi Hai- https://youtu.be/nkaBrRy1Fzk # Exposed#', '😂 absolute fraud.', ""Sandeep Sir's hoddie is worth 81000...""]"
64,VlkQnR0NnYI,"['Best conversation I have ever had with anyone❤He was more energetic & vibrant than I thought…Sandeep sir, thanks for video ideas😉. Bahut maza aaya show me🥰🥰.', 'Sir ne bola Birthday of se kisi bhi personality ka bday date check kerne ko Amit bhyia ko phir dusre phone me sir ne khud check Kiya ho skta uss site pe recent searches ka option rahta ho jise dekh ker sir ne sahi answer Diya ho......ky bolti public?😮', 'Crazy to pagal ko bolte hai aap pagal ho', 'Why? on this video is not good views for Amit bhaiya because his sitting posture is not good 😢😢😢', 'Nice', 'crazy ❤xyz🎉🎉🎉', 'Love you amit ❤bhai ❤️ like button ♥️', 'WowGood', '', 'Selaver Iyodied hota he wo', '🤚🤚🙏🙏🙏', 'Nitin model ko bulwaiye sar Apne yahan', 'https://youtube.com/@pradeepyadav_009', 'IIT ROORKEE ♥️❣️❣️', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Iitian ki shan desh ka man crazy Amit bhi', 'Kisi ne PW notice kra ?😃😃', '@crazyxyz ye bhai hmare gav se h https://youtube.com/shorts/k1Y5zJG7EAY?feature=share4', 'Mind reading is scripted 💀', 'IIT Engineer ????? Mereko aj hi pota sala.']"
65,zK2XP7-Kv5s,"['absolutely love what you are doing for our generation, sir.', '\U0001fae1🙏👍.', 'Hi practice makes man perfect. Please consider English as a language not as subject. English is spoken by different accents in this world. Jahnavi your English is impeccable, you speak articulately and eloquently, you speak like a native English speaker, u have a good command of English.', 'Next sashi tharoor', 'Great👍👌', 'mostly indian teenager r wasteing their valuable time on reels snapchat making 2/3 partner wasteing their parents money   and  you have build your career on youtube by sharing knowleage and making informative content for public     thanks and wish u all the best for your future 😊', 'Great speech 👌', 'two legends in one frame', 'Janvhi❤  yrrr', 'Super excited 🔥 Motivation', 'Sandeep sir I am ur follower from last 7 years. Huge respect sir 🙏', 'Thank you mam, I like your videos very much', 'Very nice speaking ❤❤❤', 'I think Sandeep is marketing himself tha interviewing  Jhanvi Panear.', 'Amazing advice di thanks for your advice❤', 'Jhonny English 😂film dekhi hai maine', 'Indian accent is very good and lovely', 'Kitni confidence he naa  bahot hi pyaari. Ladki he', 'O janhhvi English par pyar', 'Aaapko. Miss kartaa hu morning par aapke love  par chodkar jaanhvi']"
66,shz8Uxo4gJw,"['saviours of humanity', 'This two legends teach me lot of things today respect  ❤', 'Hats off sir 🙏🙏❤', '❤️', 'संदीप सर आपको सच में बुरा लगता है। कि गरीब परिवार के या किसान मजदूर के बच्चे पढ़ नहीं पाते तो मैं आपको एक सलाह देना चाहता हूं। आपने इस चैनल को मोनीटाइज नहीं किया है। तो आप मोनीटाइज कर देते हैं तो इसकी इनकम आप गरीब परिवार के बच्चों को पढ़ाई करने के लिए दे सकते है थोड़ी सी जनता की भी हेल्प हो जाएगी❤', 'Badam ka tel lagata hai badam ka cream lagata hai aur khata gutka🤣🤣🤣🤣🤣', 'why this episode is of only 25 min🥺🥺🥺🥺🥺🥺', 'Ojah sir waw your personality is amazing i l laugh in whole video. I enjoyed a lot', 'Avadh ojha sir to real hero hai in 21th century', 'Sandeep sir= God', 'Ye Neet ASPIRANTS ke liye bhi hai .', 'सैशन के 25 मिनट कब गुज़र गए पता ही नहीं चला 😮😮❤❤', 'सच अ डाउन टू अर्थ टीचर ❤❤❤', 'Hlo sir जैसे की आप ने बोला की टीचर को रिबॉर्ड देना चाहिए और वह रिबॉर्ड स्टूडेंट दे गए लिकिन गवरमेंट टीचर बच्चों से जबरजस्ती या फिर कुछ भी बोल कर उन से रिबोर्ड ले सकते हैं वोटिंग से कराया जाए तो टीचर बोले गए बच्चों की तुम हमे वोट करना हम तुम एक्स्ट्रा मकस देना और भी कुछ रीज़न हो सकते है इन सब में क्या बोले गए सिर आप | सॉरी सर लिकिन मेरे मन में आया तो पूछ लिया |', '6.58😂😂😂😂kha lo gutkha', '9:52 best ❤❤❤', 'Avadh  ojhaa  sir likes button >>>>>❤🎉🎉', 'Sir agar hum taiyari karte bhi hai to upsc ke kisi bhi post kar codified kar le last me donation par aakar naat fas jata hai', 'Hello sir']"
67,KQrmveISSCs,"['Ye wohi ladka hai na Jab 6 saal ka tha then Deepak Chaurasia ke saath show Kiya\nHe is awesome yarr ❤', '69 O ya', ""I don't think this boy is intelligent. his memory is unique he never forgets anything.\nThats all"", 'सर जी सादर प्रणाम आप जो बीच बीच में कोटिल्यीय जी को लेट हैं सबको नॉलेज मिलता है इस बेटा को आशीर्वाद', 'Agar kotilya mujhe sun pa raha hai to .murgi pehle aai ke anda', 'Well done Kautilya....wow...what a level of self confidence and respect delivery to others.❤❤ I Appreciate your hunger for knowledge. Want to see you upside of Knowledge which help human life.❤', ""Basic question bhi ghalat answer kia...and still showing arrogance, hope he'll learn to overcome arrogance too"", 'I salute his talent but not his ideals and hatred because his father is sitting below him', 'Me 19 saal ka nalla berojkar is video ko dekh ke smile karta hua 😅', 'Me 19 saal ka nalla berojkar is video ko dekh ke smile karta hua 😅', 'Me 19 saal ka nalla berojkar is video ko dekh ke smile karta hua 😅', '10:57', '10:67', '12:17', 'Ye bacha toh bohot Gyan chod ta hai', 'Ye kotilya sabse bda bewakuf hh ....or me  ye sidh bhi kar sakta hu par kyu karna...duniya ko jaane do bhaad me', '😍😍', 'actually you can search it from anywhere proton was discovered by eugen Goldstein not by Rutherford\n. Rutherford has discovered nucleus', ""This is a disaster that carryminati episode views 13M and kutliya pandit 7.somethingM view\n\nIt's shows that what audience want""]"
68,JYSUhjorblE,"['Thankyou For Having us on The show . Loved Meeting Sandeep Sir . It was a Great experience ❤💪🏼', '❤❤', 'Younger brother/sister are the best', 'Payal di AP ka number kiya hai de dijiye please I am your big fan I am girl', 'Aap hamsha sultan ke meeting karona 🙂🙂', 'It’s toooooo good.. u both are very talented and beautiful.. I always watch ur shorts.. keep it up…', ""Yes 🥰 it's very good advice sir mujhe15days hue hen aur bohot change aea he life me thanqu so much sir am prabhjot kaur City Ludhiana Punjab 😊🙏🌹😊"", '❤❤❤', 'But badi wali choti lagti h', 'Muje bhi Bula lo sir Apne show me but I am not celebrity', 'Thank a lot for this advice', 'Yaar kisi ko bhi mt Bulaya kro show ka standard gir Jata hai😔', 'They are doing different and better than others just because they are sisters😂😂😂😂😂 oh my God😂😂😂😂😂', 'Waiting for gitta babbitta', 'All those who love watching this video again and again like', '👍', 'My name is siddhant jain i am also jain 😊❤', 'Keep growing 💗💥', '😂😂😂😂😂🤣', 'Paayal & Tena💕💕']"
69,bc3vk5iDSjc,"['Dear Sandeep Ji,\n\nIt was a delight to connect with you and your highly motivated young audience.  Thank You for the blissful session and the opportunity for conveying spiritual knowledge to the youth of India. \n\nYour platform is praiseworthy for nurturing inner growth and providing all-round perspectives on living a fulfilling life.\n\nKeep filling everyone with inspiration.\n-Swami Mukundananda and Team', 'Waw maza aagaya', 'Dear Sandeep sir plz acharya Prashant ji ke sath live video banao', '🙏💛🙏❤', 'Thank you so much 🙏🙏🙏', 'Super duper video sir 😊❤❤❤', 'Plz make a visit with acharya Prashant ji', 'Dear Sandeep sir  sawami mukudanandal  ji se milane ka address', 'Sab kuch mil gaya tu tamana kis ki karo ge', 'Acharya prashant', 'Pl. provide English translation', 'Pl. provide English translation', 'Sir I request to you ...\nAp ek baar "" Sri Sri Ravi Shankar"" ko bhi bulaiye show mein please....🙏🏻🙏🏻🙏🏻🙏🏻', 'Devine session .\nThankyou so very much both of you .', '🙏', 'Words do have power and mantra and language do make difference\nOm namah shivay have power', 'I’m in spiritual path since 2 year living  in happiness..😂', 'Same 🙏', 'Jai shri krishna 🙏 🌺', 'I was expecting to listen to Swami ji more. But Sandeep ji hijacked the podium. Failed to understand who was the guest and who was the host']"
